Year,Commodity Name,Insurance Plan Name Abbreviation,Stage Code,Cause of Loss,Month of Loss,# of Policies Paid Out,Avg premium per policy,Avg amout paid out per policy
2008,Corn,NULL,Harvested,Decline in Price,AUG,3,"$1,876.00","$4,666.67"
2008,Corn,NULL,Harvested,Decline in Price,JUL,1,"$1,770.50","$4,386.50"
2008,Corn,NULL,Harvested,Decline in Price,NOV,33,"$5,012.42","$6,235.98"
2008,Corn,NULL,Unharvested,Decline in Price,DEC,5,"$1,274.40",$836.20
2008,Corn,NULL,Harvested,Decline in Price,JAN,3,"$6,038.67","$15,842.33"
2008,Corn,NULL,Harvested,Decline in Price,OCT,16,"$3,586.81","$7,155.69"
2008,Corn,NULL,Harvested,Decline in Price,NOV,5,"$2,763.20","$4,753.80"
2008,Corn,NULL,Unharvested,Drought,AUG,1,"$3,950.00","$6,167.00"
2008,Corn,NULL,Harvested,Drought,JUL,3,"$2,312.83","$11,897.17"
2008,Corn,NULL,Harvested,Drought,AUG,5,"$2,210.50","$6,444.00"
2008,Corn,NULL,Harvested,Heat,NOV,1,$371.00,"$1,791.00"
2008,Corn,NULL,Harvested,Hail,JUL,1,"$2,448.80","$8,173.60"
2008,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,APR,1,$380.00,$670.00
2008,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,OCT,1,$276.00,"$2,138.00"
2008,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,6,"$1,778.83","$2,763.00"
2008,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,NOV,1,$175.00,$917.00
2008,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,JUN,1,"$1,373.00","$1,042.00"
2008,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,DEC,1,"$3,127.00","$4,669.00"
2008,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,2,$472.00,"$1,762.50"
2008,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,JUN,1,$123.00,"$3,697.00"
2008,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,JUN,3,"$4,773.33","$16,678.67"
2008,Corn,NULL,Harvested,Frost,DEC,1,"$2,586.00","$9,618.00"
2008,Corn,NULL,Replanted,Cold Wet Weather,MAY,5,"$1,284.00","$1,506.40"
2008,Corn,NULL,Harvested,Flood,JUN,1,"$3,265.00","$40,554.00"
2008,Corn,NULL,Unharvested,Flood,JUN,2,"$1,244.50","$19,198.00"
2008,Corn,NULL,Final Loss Payment,GRP/GRIP Crops Only`,APR,13,"$10,791.69","$15,566.85"
2008,Corn,NULL,Harvested,Wind/Excess Wind,OCT,2,"$1,213.00","$5,476.00"
2008,Corn,NULL,Harvested,Wind/Excess Wind,SEP,1,$470.00,"$3,640.00"
2008,Corn,NULL,Harvested,Wind/Excess Wind,JUN,1,$326.00,"$1,113.00"
2008,Corn,NULL,Harvested,"Other (Snow,Lightning,etc)",OCT,2,$287.00,"$3,540.00"
2007,Corn,NULL,Unharvested,Decline in Price,JUL,1,"$1,472.00","$3,164.00"
2007,Corn,NULL,Unharvested,Decline in Price,AUG,4,"$1,237.75","$1,011.75"
2007,Corn,NULL,Harvested,Decline in Price,OCT,4,"$1,204.75","$1,349.50"
2007,Corn,NULL,Unharvested,Decline in Price,SEP,1,$489.00,$194.00
2007,Corn,NULL,Harvested,Decline in Price,JUN,1,"$4,808.00","$2,830.00"
2007,Corn,NULL,Harvested,Decline in Price,SEP,1,$227.00,$972.00
2007,Corn,NULL,Harvested,Decline in Price,OCT,7,"$2,078.14","$6,723.86"
2007,Corn,NULL,Harvested,Decline in Price,JUL,3,"$1,625.67","$4,194.00"
2007,Corn,NULL,Harvested,Decline in Price,DEC,3,$463.82,$377.52
2007,Corn,NULL,Harvested,Decline in Price,JUL,2,$598.78,$511.36
2007,Corn,NULL,Harvested,Decline in Price,NOV,5,"$2,021.18","$1,862.30"
2007,Corn,NULL,Unharvested,Decline in Price,SEP,1,$600.00,"$1,152.00"
2007,Corn,NULL,Harvested,Decline in Price,AUG,2,$869.00,"$1,384.00"
2007,Corn,NULL,Unharvested,Decline in Price,OCT,1,"$1,999.00","$2,220.00"
2007,Corn,NULL,Harvested,Decline in Price,AUG,1,"$1,141.00",$224.00
2007,Corn,NULL,Harvested,Decline in Price,NOV,7,"$5,253.05","$6,752.04"
2007,Corn,NULL,Harvested,Decline in Price,SEP,1,"$4,114.00","$11,102.00"
2007,Corn,NULL,Unharvested,Decline in Price,JUL,3,"$4,685.52","$4,310.28"
2007,Corn,NULL,Unharvested,Decline in Price,AUG,1,"$1,634.00","$1,688.00"
2007,Corn,NULL,Unharvested,Decline in Price,DEC,1,"$1,537.00",$814.00
2007,Corn,NULL,Unharvested,Drought,JUN,3,$949.00,"$5,160.67"
2007,Corn,NULL,Unharvested,Drought,SEP,3,$480.33,"$2,812.33"
2007,Corn,NULL,Unharvested,Drought,AUG,3,$586.81,"$10,673.05"
2007,Corn,NULL,Harvested,Drought,JUL,32,"$2,201.22","$12,615.43"
2007,Corn,NULL,Harvested,Drought,OCT,1,"$1,307.00","$17,946.00"
2007,Corn,NULL,Harvested,Drought,OCT,5,$830.00,"$6,360.40"
2007,Corn,NULL,Harvested,Drought,AUG,2,$38.22,$32.64
2007,Corn,NULL,Harvested,Drought,NOV,1,$44.65,$127.70
2007,Corn,NULL,Harvested,Drought,JUN,15,"$2,865.47","$20,753.03"
2007,Corn,NULL,Harvested,Drought,SEP,2,$529.00,"$3,339.50"
2007,Corn,NULL,Harvested,Drought,JUN,1,"$1,007.00","$2,470.00"
2007,Corn,NULL,Harvested,Drought,JUL,11,"$1,346.18","$21,472.18"
2007,Corn,NULL,Unharvested,Drought,JUL,5,$647.80,"$5,819.60"
2007,Corn,NULL,Harvested,Drought,AUG,1,$235.00,"$7,433.00"
2007,Corn,NULL,Unharvested,Drought,JUN,1,$416.00,"$5,254.00"
2007,Corn,NULL,Unharvested,Drought,AUG,12,"$3,509.75","$20,999.92"
2007,Corn,NULL,Harvested,Drought,JUL,89,"$1,787.35","$11,571.12"
2007,Corn,NULL,Harvested,Drought,JUN,3,"$3,392.00","$19,912.00"
2007,Corn,NULL,Harvested,Drought,SEP,1,"$2,084.00","$8,631.00"
2007,Corn,NULL,Unharvested,Drought,JUL,11,"$3,521.07","$20,183.23"
2007,Corn,NULL,Harvested,Drought,AUG,5,"$3,825.20","$25,423.20"
2007,Corn,NULL,Unharvested,Drought,JUL,52,"$1,635.28","$17,857.08"
2007,Corn,NULL,Harvested,Heat,JUL,1,$754.05,"$21,761.85"
2007,Corn,NULL,Unharvested,Heat,JUL,1,"$1,831.00","$38,321.00"
2007,Corn,NULL,Harvested,Heat,JUL,2,"$1,802.00","$5,355.50"
2007,Corn,NULL,Unharvested,Heat,JUL,1,"$2,845.00",$172.00
2007,Corn,NULL,Harvested,Heat,JUN,1,$554.00,"$10,400.80"
2007,Corn,NULL,Harvested,Hail,SEP,2,$62.50,$882.50
2007,Corn,NULL,Harvested,Hail,SEP,2,$186.00,"$2,523.50"
2007,Corn,NULL,Unharvested,Excess Moisture/Precipitation/Rain,JUL,2,$106.00,"$2,934.50"
2007,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,MAY,1,$531.00,$400.00
2007,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,"$1,011.00","$1,680.00"
2007,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,3,"$1,534.00","$2,443.00"
2007,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,MAY,1,$500.00,$932.00
2007,Corn,NULL,Final Loss Payment,GRP/GRIP Crops Only`,APR,19,"$5,993.68","$26,560.89"
2007,Corn,NULL,Unharvested,Wind/Excess Wind,JUL,1,"$3,082.00","$47,149.00"
2007,Corn,NULL,Harvested,Wind/Excess Wind,AUG,1,"$2,644.00","$18,366.00"
2007,Corn,NULL,Unharvested,Wind/Excess Wind,AUG,2,$190.40,"$1,962.40"
2007,Corn,NULL,Harvested,Cyclone,DEC,1,"$4,435.00","$1,049.00"
2007,Corn,NULL,Harvested,Plant Disease,AUG,1,"$5,206.00","$29,304.00"
2007,Corn,NULL,Harvested,Mycotoxin (Aflatoxin),SEP,2,$234.20,"$4,917.58"
2007,Corn,NULL,Unharvested,Mycotoxin (Aflatoxin),SEP,1,$220.00,"-$1,646.75"
2007,Corn,NULL,Unharvested,Mycotoxin (Aflatoxin),JUL,1,"$3,867.20","$34,580.80"
2007,Corn,NULL,Harvested,Mycotoxin (Aflatoxin),OCT,5,"$1,400.00","$19,034.05"
2007,Corn,NULL,Harvested,Mycotoxin (Aflatoxin),AUG,5,$737.43,"$11,883.71"
2007,Corn,NULL,Harvested,Mycotoxin (Aflatoxin),NOV,2,"$1,324.20","$14,391.80"
2007,Corn,NULL,Harvested,Mycotoxin (Aflatoxin),SEP,4,"$2,496.75","$23,275.85"
2007,Corn,NULL,Unharvested,Mycotoxin (Aflatoxin),AUG,1,$509.75,"$2,909.25"
2007,Corn,NULL,Harvested,Mycotoxin (Aflatoxin),JUL,3,"$1,168.00","$12,936.33"
2007,Corn,NULL,Unharvested,Mycotoxin (Aflatoxin),SEP,1,$321.20,$354.27
2006,Corn,NULL,Unharvested,Decline in Price,JUL,1,$102.00,$217.00
2006,Corn,NULL,Unharvested,Drought,AUG,8,"$1,225.25","$19,245.75"
2006,Corn,NULL,Replanted,Drought,MAY,1,$151.50,$660.00
2006,Corn,NULL,Unharvested,Drought,JUL,10,"$1,347.10","$7,567.21"
2006,Corn,NULL,Unharvested,Drought,JUL,31,$802.96,"$14,680.37"
2006,Corn,NULL,Harvested,Drought,OCT,1,"$2,399.50","$9,483.00"
2006,Corn,NULL,Unharvested,Drought,JUN,2,"$1,272.10","$24,241.10"
2006,Corn,NULL,Harvested,Drought,AUG,1,$73.00,"$1,330.00"
2006,Corn,NULL,Unharvested,Drought,OCT,1,"$2,399.50","$7,102.00"
2006,Corn,NULL,Harvested,Drought,JUL,7,$181.50,"$3,310.14"
2006,Corn,NULL,Unharvested,Drought,SEP,2,$950.50,"$2,892.00"
2006,Corn,NULL,Harvested,Drought,AUG,13,$339.69,"$3,889.77"
2006,Corn,NULL,Harvested,Drought,NOV,1,$742.00,"$14,402.00"
2006,Corn,NULL,Harvested,Drought,DEC,1,$872.00,"$4,826.50"
2006,Corn,NULL,Harvested,Drought,JUL,10,"$2,512.65","$15,013.18"
2006,Corn,NULL,Harvested,Drought,JUN,6,"$1,417.17","$22,928.75"
2006,Corn,NULL,Harvested,Drought,AUG,5,"$1,721.20","$13,089.80"
2006,Corn,NULL,Unharvested,Drought,JUL,9,$330.44,"$4,929.89"
2006,Corn,NULL,Harvested,Drought,OCT,1,"$1,700.00","$12,838.00"
2006,Corn,NULL,Unharvested,Drought,AUG,2,$448.00,"$6,385.50"
2006,Corn,NULL,Harvested,Drought,NOV,3,"$2,157.67","$8,303.67"
2006,Corn,NULL,Replanted,Drought,MAY,2,"$1,034.00","$1,305.00"
2006,Corn,NULL,Harvested,Drought,JUL,46,$972.82,"$9,745.54"
2006,Corn,NULL,Harvested,Drought,JUN,3,$357.05,"$4,074.45"
2006,Corn,NULL,Unharvested,Drought,JUN,1,"$1,160.00","$6,854.00"
2006,Corn,NULL,Unharvested,Drought,SEP,1,$31.00,$606.00
2006,Corn,NULL,Unharvested,Drought,AUG,3,"$2,838.00","$32,803.67"
2006,Corn,NULL,Harvested,Drought,SEP,1,$31.00,-$226.00
2006,Corn,NULL,Unharvested,Drought,JUN,5,$155.80,"$4,415.00"
2006,Corn,NULL,Unharvested,Heat,AUG,2,$402.00,"$5,298.82"
2006,Corn,NULL,Unharvested,Heat,JUN,1,$875.00,"$12,816.00"
2006,Corn,NULL,Unharvested,Heat,JUL,3,$136.06,"$4,750.22"
2006,Corn,NULL,Unharvested,Heat,JUL,1,$257.04,"$3,253.29"
2006,Corn,NULL,Unharvested,Heat,AUG,1,$733.00,"$29,956.00"
2006,Corn,NULL,Harvested,Heat,JUL,1,$385.14,$682.08
2006,Corn,NULL,Harvested,Heat,JUL,3,$302.28,"$7,941.22"
2006,Corn,NULL,Unharvested,Failure Of Irrigation Supply,JUL,1,$916.00,"$45,595.00"
2006,Corn,NULL,Harvested,Hail,JUN,1,$589.20,"$3,784.20"
2006,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$379.00,$518.00
2006,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,2,$138.00,$888.00
2006,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,APR,2,$930.00,"$1,669.00"
2006,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,13,$666.46,"$1,093.08"
2006,Corn,NULL,Unharvested,Excess Moisture/Precipitation/Rain,JUL,1,$191.00,"$4,038.00"
2006,Corn,NULL,Replanted,Cold Wet Weather,APR,3,$347.33,"$1,243.33"
2006,Corn,NULL,Replanted,Cold Wet Weather,MAY,5,$901.00,"$1,210.80"
2006,Corn,NULL,Replanted,Cold Wet Weather,MAY,2,"$1,412.50","$1,435.00"
2006,Corn,NULL,Replanted,Cold Wet Weather,MAY,3,$140.67,$693.67
2006,Corn,NULL,Unharvested,Wind/Excess Wind,AUG,1,$242.80,"$6,462.80"
2006,Corn,NULL,Harvested,Wind/Excess Wind,AUG,2,$199.25,$494.63
2005,Corn,NULL,Harvested,Decline in Price,DEC,8,$282.15,$710.26
2005,Corn,NULL,Harvested,Decline in Price,DEC,1,"$3,597.00","$4,916.00"
2005,Corn,NULL,Harvested,Decline in Price,OCT,1,$698.00,"$2,583.00"
2005,Corn,NULL,Unharvested,Decline in Price,DEC,1,$8.88,$296.92
2005,Corn,NULL,Harvested,Decline in Price,JUL,1,"$1,311.00","$3,792.00"
2005,Corn,NULL,Harvested,Decline in Price,NOV,1,$939.00,$485.00
2005,Corn,NULL,Harvested,Drought,OCT,1,$880.00,"$7,782.00"
2005,Corn,NULL,Unharvested,Drought,OCT,1,$880.00,$917.00
2005,Corn,NULL,Harvested,Drought,JUL,2,$619.00,"$2,090.00"
2005,Corn,NULL,Harvested,Drought,JUL,1,$823.00,"$8,705.00"
2005,Corn,NULL,Harvested,Drought,AUG,1,$929.00,"$5,140.00"
2005,Corn,NULL,Harvested,Drought,DEC,2,$577.00,"$1,872.00"
2005,Corn,NULL,Harvested,Heat,JUL,1,$513.00,"$1,078.00"
2005,Corn,NULL,Harvested,Heat,JUL,1,$628.00,"$10,228.00"
2005,Corn,NULL,Unharvested,Hail,MAY,3,$909.50,"$11,153.00"
2005,Corn,NULL,Replanted,Hail,MAY,1,$203.00,$599.00
2005,Corn,NULL,Harvested,Hail,MAY,1,$178.00,"-$2,467.00"
2005,Corn,NULL,Replanted,Hail,JUN,1,$417.00,$528.00
2005,Corn,NULL,Harvested,Hail,JUN,3,$560.59,"$3,616.30"
2005,Corn,NULL,Harvested,Hail,SEP,1,"$2,032.00","$1,708.00"
2005,Corn,NULL,Harvested,Hail,MAY,2,$225.25,-$180.50
2005,Corn,NULL,Replanted,Hail,JUN,1,$621.00,$928.00
2005,Corn,NULL,Unharvested,Hail,JUN,4,$400.03,"$11,618.02"
2005,Corn,NULL,Unharvested,Hail,MAY,1,$178.00,"$3,999.00"
2005,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,4,$288.25,$557.00
2005,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,2,$49.00,$123.50
2005,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,APR,1,$294.00,$835.00
2005,Corn,NULL,Final Loss Payment,GRP/GRIP Crops Only`,APR,4,"$2,905.25","$2,399.25"
2005,Corn,NULL,Harvested,Wind/Excess Wind,JUL,3,$267.67,"$2,229.67"
2005,Corn,NULL,Harvested,Wind/Excess Wind,SEP,1,$842.00,"$6,556.00"
2004,Corn,NULL,Harvested,Decline in Price,MAY,1,$246.00,"$1,239.00"
2004,Corn,NULL,Harvested,Decline in Price,AUG,1,"$1,311.00","$3,105.00"
2004,Corn,NULL,Unharvested,Decline in Price,OCT,1,$832.00,$489.00
2004,Corn,NULL,Harvested,Decline in Price,DEC,1,"$1,446.00","$1,379.00"
2004,Corn,NULL,Unharvested,Decline in Price,NOV,1,$616.50,$133.00
2004,Corn,NULL,Harvested,Decline in Price,NOV,7,"$1,241.79","$2,010.57"
2004,Corn,NULL,Harvested,Decline in Price,DEC,9,"$2,254.11","$3,335.67"
2004,Corn,NULL,Unharvested,Decline in Price,AUG,1,"$4,361.00","$4,299.00"
2004,Corn,NULL,Harvested,Decline in Price,OCT,1,"$1,839.00","$1,577.00"
2004,Corn,NULL,Unharvested,Decline in Price,SEP,1,$483.00,$295.00
2004,Corn,NULL,Harvested,Decline in Price,NOV,7,$773.29,"$1,018.43"
2004,Corn,NULL,Harvested,Drought,JUL,1,"$1,665.00","$6,751.00"
2004,Corn,NULL,Harvested,Drought,OCT,1,$501.00,"$2,779.00"
2004,Corn,NULL,Replanted,Drought,MAY,1,$238.00,$774.00
2004,Corn,NULL,Harvested,Hail,AUG,1,"$12,889.00","$39,444.00"
2004,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,4,$427.05,$833.70
2004,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,3,$518.00,"$1,226.67"
2004,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,APR,1,"$5,803.00","$1,245.00"
2004,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,JUN,3,"$1,383.00","$5,706.67"
2004,Corn,NULL,Replanted,Freeze,MAY,1,$342.80,$955.20
2004,Corn,NULL,Final Loss Payment,GRP/GRIP Crops Only`,MAR,2,"$7,032.50","$31,326.50"
2004,Corn,NULL,Harvested,Wind/Excess Wind,JUL,1,$600.00,"$1,170.00"
2004,Corn,NULL,Replanted,Insects,MAY,1,$781.00,"$3,356.00"
2004,Corn,NULL,Harvested,"Other (Snow,Lightning,etc)",DEC,1,"$2,031.00","$5,151.00"
2004,Corn,NULL,Unharvested,"Other (Snow,Lightning,etc)",SEP,1,$621.00,"$5,305.00"
2003,Corn,NULL,Harvested,Decline in Price,SEP,1,$12.50,$151.56
2003,Corn,NULL,Unharvested,Decline in Price,SEP,1,$18.75,$382.56
2003,Corn,NULL,Harvested,Drought,AUG,9,$650.81,"$3,015.88"
2003,Corn,NULL,Harvested,Drought,AUG,1,$210.00,$249.00
2003,Corn,NULL,Harvested,Drought,AUG,1,$498.00,$402.00
2003,Corn,NULL,Harvested,Drought,JUL,7,"$1,375.21","$4,561.21"
2003,Corn,NULL,Unharvested,Drought,JUL,1,"$1,483.00","$4,996.00"
2003,Corn,NULL,Harvested,Drought,NOV,1,$713.00,"$1,096.00"
2003,Corn,NULL,Unharvested,Drought,AUG,4,"$1,113.19","$7,193.61"
2003,Corn,NULL,Harvested,Heat,AUG,2,$629.63,$802.00
2003,Corn,NULL,Harvested,Failure Of Irrigation Supply,AUG,1,$630.00,"$14,537.00"
2003,Corn,NULL,Replanted,Insects,MAY,1,$508.00,$779.00
2002,Corn,NULL,Harvested,Drought,JUN,3,"$2,517.67","$16,676.08"
2002,Corn,NULL,Harvested,Drought,JUN,2,$104.00,$513.50
2002,Corn,NULL,Harvested,Drought,SEP,1,$380.00,"$1,182.00"
2002,Corn,NULL,Harvested,Drought,AUG,3,$827.17,"$2,710.67"
2002,Corn,NULL,Unharvested,Drought,JUN,1,$67.00,$367.00
2002,Corn,NULL,Unharvested,Drought,AUG,2,$966.75,"$13,400.00"
2002,Corn,NULL,Unharvested,Drought,JUL,2,$395.75,"$2,754.00"
2002,Corn,NULL,Unharvested,Drought,DEC,1,$454.00,"$4,769.00"
2002,Corn,NULL,Harvested,Drought,JUL,9,"$1,268.01","$2,387.24"
2002,Corn,NULL,Harvested,Drought,JUL,3,$324.83,"$1,470.17"
2002,Corn,NULL,Unharvested,Drought,JUL,1,$119.00,"$1,217.00"
2002,Corn,NULL,Harvested,Drought,MAY,1,$967.00,$104.00
2002,Corn,NULL,Harvested,Drought,AUG,1,$413.00,"$3,242.00"
2002,Corn,NULL,Unharvested,Drought,JUL,3,$330.67,"$5,164.33"
2002,Corn,NULL,Unharvested,Drought,JUN,1,$351.00,"$3,791.00"
2002,Corn,NULL,Unharvested,Drought,SEP,1,$321.00,$580.00
2002,Corn,NULL,Harvested,Drought,JUL,2,$73.00,"$1,127.00"
2002,Corn,NULL,Harvested,Heat,JUL,1,$326.90,"$2,641.80"
2002,Corn,NULL,Harvested,Heat,AUG,1,$27.00,"$1,100.00"
2002,Corn,NULL,Harvested,Hail,JUL,1,"$1,098.00","$10,956.75"
2002,Corn,NULL,Harvested,Hail,JUN,1,$46.00,$414.00
2002,Corn,NULL,Harvested,Hail,AUG,1,$135.50,$429.50
2002,Corn,NULL,Unharvested,Hail,AUG,1,$138.50,"$2,404.00"
2002,Corn,NULL,Harvested,Hail,OCT,2,$471.00,"$3,058.50"
2002,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,APR,1,$149.94,$633.42
2002,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$659.00,$480.00
2002,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,3,"$1,805.00",$623.67
2002,Corn,NULL,Replanted,Cold Wet Weather,MAY,1,$152.00,$687.00
2002,Corn,NULL,Replanted,Cold Wet Weather,MAY,3,$336.67,$331.00
2002,Corn,NULL,Replanted,Insects,MAY,3,$604.00,$192.00
2002,Corn,NULL,Replanted,Insects,MAY,1,$144.06,$608.58
2001,Corn,NULL,Unharvested,Decline in Price,AUG,1,$362.00,$713.00
2001,Corn,NULL,Unharvested,Decline in Price,DEC,3,$265.03,"$1,338.32"
2001,Corn,NULL,Harvested,Decline in Price,NOV,2,"$1,623.50","$2,997.50"
