Year,Commodity Name,Insurance Plan Name Abbreviation,Stage Code,Cause of Loss,Month of Loss,# of Policies Paid Out,Avg premium per policy,Avg amout paid out per policy
2001,Corn,NULL,Harvested,Decline in Price,DEC,1,$390.00,$514.00
2001,Corn,NULL,Harvested,Decline in Price,DEC,8,"$1,845.88","$4,202.25"
2001,Corn,NULL,Unharvested,Decline in Price,SEP,2,"$2,100.00","$2,665.00"
2001,Corn,NULL,Harvested,Decline in Price,OCT,2,"$1,982.00","$4,419.50"
2001,Corn,NULL,Harvested,Drought,NOV,1,"$1,526.00","$3,321.00"
2001,Corn,NULL,Unharvested,Drought,AUG,1,"$1,720.00","$16,230.00"
2001,Corn,NULL,Unharvested,Drought,NOV,1,$911.00,"$4,191.00"
2001,Corn,NULL,Harvested,Drought,JUL,1,"$1,024.00","$11,595.00"
2001,Corn,NULL,Harvested,Drought,JUL,6,$624.33,"$3,828.00"
2001,Corn,NULL,Harvested,Drought,OCT,2,$686.98,"$6,490.74"
2001,Corn,NULL,Harvested,Drought,MAY,2,"$2,078.00","$1,704.00"
2001,Corn,NULL,Harvested,Drought,AUG,4,$737.52,"$4,478.52"
2001,Corn,NULL,Harvested,Drought,NOV,4,$261.24,"$1,135.87"
2001,Corn,NULL,Harvested,Drought,DEC,3,$942.67,"$2,898.67"
2001,Corn,NULL,Harvested,Drought,AUG,1,$72.00,$955.00
2001,Corn,NULL,Unharvested,Drought,SEP,2,"$1,481.00","$9,295.00"
2001,Corn,NULL,Harvested,Drought,OCT,1,$273.00,"$1,296.00"
2001,Corn,NULL,Harvested,Heat,AUG,1,$298.00,"$3,202.00"
2001,Corn,NULL,Harvested,Hail,AUG,3,"$1,220.33","$2,473.00"
2001,Corn,NULL,Harvested,Hail,NOV,1,"$3,095.00","$4,417.00"
2001,Corn,NULL,Harvested,Hail,JUL,1,$267.00,$666.00
2001,Corn,NULL,Replanted,Hail,JUN,1,$383.00,$433.00
2001,Corn,NULL,Harvested,Hail,JUN,3,$556.67,"$2,443.67"
2001,Corn,NULL,Harvested,Hail,NOV,1,$475.00,$663.00
2001,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$157.29,$342.51
2001,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,APR,2,$885.50,$473.50
2001,Corn,NULL,Unharvested,Excess Moisture/Precipitation/Rain,APR,1,$513.00,"$8,311.00"
2001,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,OCT,1,$706.00,"$1,042.00"
2001,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,JUN,2,$829.50,$648.50
2001,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$260.00,$316.00
2001,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,JUN,2,$512.00,$316.50
2001,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,MAY,1,$480.00,"$1,343.00"
2001,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,JUN,1,$428.00,"$2,853.00"
2001,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,4,$312.31,$483.62
2001,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,JUN,1,$467.00,$796.00
2001,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,SEP,1,$376.00,"$1,590.00"
2001,Corn,NULL,Reduced Prevented Planting,Excess Moisture/Precipitation/Rain,MAY,1,"$1,349.00","$20,463.00"
2001,Corn,NULL,Harvested,Flood,OCT,1,$600.00,"$4,690.00"
2001,Corn,NULL,Unharvested,Flood,JUN,2,$190.25,"$9,669.00"
2001,Corn,NULL,Harvested,Flood,,1,$109.50,-$144.00
2001,Corn,NULL,Unharvested,Wind/Excess Wind,JUL,4,$212.00,"$4,160.00"
2001,Corn,NULL,Harvested,Wind/Excess Wind,JUL,2,$100.00,"$2,886.00"
2001,Corn,NULL,Harvested,Insects,JUL,1,$629.00,"$6,038.00"
2001,Corn,NULL,Replanted,Insects,MAY,1,$208.00,$207.00
2001,Corn,NULL,Unharvested,Insects,JUN,1,$203.00,"$9,012.00"
2001,Corn,NULL,Replanted,Insects,MAY,1,$163.71,$356.49
2001,Corn,NULL,Replanted,Insects,MAY,5,$687.15,$421.91
2001,Corn,NULL,Harvested,Insects,JUL,1,$574.00,"$5,107.00"
2001,Corn,NULL,Replanted,Insects,JUN,3,"$1,308.67",$760.00
2001,Corn,NULL,Harvested,Insects,JUN,3,$471.33,"$2,280.00"
2001,Corn,NULL,Unharvested,Insects,AUG,2,$146.98,"$3,816.26"
2001,Corn,NULL,Replanted,Insects,JUN,1,$239.00,$279.00
2001,Corn,NULL,Harvested,Insects,AUG,1,$288.00,"$2,348.00"
2001,Corn,NULL,Harvested,Insects,NOV,1,"$2,056.00","$5,443.00"
2001,Corn,NULL,Unharvested,Insects,JUN,1,$384.00,"$10,671.00"
2001,Corn,NULL,Harvested,Insects,OCT,1,"$1,256.00","$2,254.00"
2001,Corn,NULL,Unharvested,Insects,JUL,1,$212.96,"$6,405.52"
2001,Corn,NULL,Harvested,"Other (Snow,Lightning,etc)",JUN,1,$310.00,"$3,332.00"
2001,Corn,NULL,Harvested,"Other (Snow,Lightning,etc)",AUG,3,$815.67,"$8,903.33"
2000,Corn,NULL,Harvested,Decline in Price,JAN,3,$796.00,$932.67
2000,Corn,NULL,Harvested,Decline in Price,DEC,6,"$2,259.45","$3,132.90"
2000,Corn,NULL,Harvested,Decline in Price,FEB,2,$606.00,"$1,761.00"
2000,Corn,NULL,Harvested,Decline in Price,MAY,1,$976.00,"$2,347.50"
2000,Corn,NULL,Harvested,Decline in Price,AUG,2,$545.50,"$1,330.75"
2000,Corn,NULL,Harvested,Decline in Price,AUG,1,$541.00,"$1,541.00"
2000,Corn,NULL,Harvested,Decline in Price,NOV,2,$115.00,$314.00
2000,Corn,NULL,Unharvested,Decline in Price,AUG,1,$692.00,$25.00
2000,Corn,NULL,Unharvested,Decline in Price,DEC,5,$406.62,"$2,853.59"
2000,Corn,NULL,Harvested,Decline in Price,OCT,3,$684.67,$840.00
2000,Corn,NULL,Unharvested,Drought,MAY,1,$408.00,"$3,966.00"
2000,Corn,NULL,Unharvested,Drought,AUG,9,"$1,098.29","$13,407.55"
2000,Corn,NULL,Harvested,Drought,JUN,1,$941.00,"$3,027.00"
2000,Corn,NULL,Harvested,Drought,SEP,2,$90.50,$980.50
2000,Corn,NULL,Unharvested,Drought,JUN,3,$618.67,"$2,264.09"
2000,Corn,NULL,Unharvested,Drought,SEP,2,"$2,039.98","$12,293.71"
2000,Corn,NULL,Harvested,Drought,JAN,1,$250.00,$324.00
2000,Corn,NULL,Harvested,Drought,OCT,13,$877.27,"$3,020.78"
2000,Corn,NULL,Harvested,Drought,AUG,6,$221.08,"$1,059.50"
2000,Corn,NULL,Harvested,Drought,JUL,24,"$1,300.15","$4,883.06"
2000,Corn,NULL,Unharvested,Drought,OCT,2,$103.00,"$4,576.00"
2000,Corn,NULL,Harvested,Drought,JUN,10,$815.00,"$4,455.40"
2000,Corn,NULL,Harvested,Drought,SEP,1,"$4,504.00","$35,392.00"
2000,Corn,NULL,Unharvested,Drought,SEP,1,$449.00,"$9,833.00"
2000,Corn,NULL,Unharvested,Drought,OCT,1,"$1,368.00","$16,090.00"
2000,Corn,NULL,Harvested,Drought,JUL,4,$223.35,$541.50
2000,Corn,NULL,Unharvested,Drought,AUG,7,$296.46,"$2,206.06"
2000,Corn,NULL,Unharvested,Drought,JUL,5,$457.30,"$6,939.20"
2000,Corn,NULL,Unharvested,Drought,MAY,2,"$4,784.50","$26,131.00"
2000,Corn,NULL,Unharvested,Drought,AUG,1,"$3,532.50","$13,148.00"
2000,Corn,NULL,Harvested,Drought,,1,$59.00,-$547.00
2000,Corn,NULL,Harvested,Drought,NOV,1,$142.00,$162.00
2000,Corn,NULL,Harvested,Drought,JUN,2,$439.00,"$2,922.00"
2000,Corn,NULL,Harvested,Drought,SEP,1,$277.00,$86.00
2000,Corn,NULL,Harvested,Drought,JUL,5,$384.68,"$1,586.64"
2000,Corn,NULL,Harvested,Drought,MAY,5,$276.20,"$1,028.30"
2000,Corn,NULL,Harvested,Drought,AUG,28,"$1,016.47","$3,605.03"
2000,Corn,NULL,Harvested,Drought,DEC,5,"$2,866.83","$3,790.94"
2000,Corn,NULL,Harvested,Drought,OCT,3,$355.67,"$1,611.00"
2000,Corn,NULL,Unharvested,Drought,JUL,2,$115.50,$876.50
2000,Corn,NULL,Harvested,Drought,AUG,1,$339.50,"$3,344.00"
2000,Corn,NULL,Replanted,Drought,MAY,1,"$1,448.50",$773.00
2000,Corn,NULL,Harvested,Drought,NOV,5,$605.21,"$3,461.18"
2000,Corn,NULL,Unharvested,Heat,AUG,2,$589.23,"$7,537.67"
2000,Corn,NULL,Harvested,Hail,AUG,2,$213.50,"$1,218.50"
2000,Corn,NULL,Unharvested,Hail,,1,"$1,745.00","-$1,327.00"
2000,Corn,NULL,Unharvested,Hail,MAY,1,$472.40,"$1,380.40"
2000,Corn,NULL,Unharvested,Hail,AUG,4,$269.23,"$3,152.55"
2000,Corn,NULL,Harvested,Hail,JUN,3,$554.17,"$3,489.33"
2000,Corn,NULL,Harvested,Hail,OCT,2,"$1,381.50","$5,405.00"
2000,Corn,NULL,Harvested,Hail,SEP,2,$48.80,$144.40
2000,Corn,NULL,Harvested,Hail,OCT,2,$390.00,"$2,353.00"
2000,Corn,NULL,Unharvested,Hail,SEP,1,$854.00,"$4,820.00"
2000,Corn,NULL,Harvested,Hail,MAY,1,$679.00,"$1,328.00"
2000,Corn,NULL,Unharvested,Hail,AUG,3,"$2,349.17","$20,064.33"
2000,Corn,NULL,Harvested,Hail,AUG,10,$291.40,"$2,136.00"
2000,Corn,NULL,Unharvested,Hail,JUL,1,$695.00,"$19,169.00"
2000,Corn,NULL,Harvested,Hail,JUL,5,"$1,787.70","$5,483.20"
2000,Corn,NULL,Harvested,Hail,,1,$138.00,-$169.00
2000,Corn,NULL,Harvested,Hail,JUL,4,$605.75,"$2,661.25"
2000,Corn,NULL,Harvested,Hail,AUG,13,"$1,878.81","$11,483.81"
2000,Corn,NULL,Unharvested,Hail,JUL,1,$308.40,"$1,244.10"
2000,Corn,NULL,Harvested,Hail,JUL,1,$22.60,$7.00
2000,Corn,NULL,Replanted,Hail,MAY,5,$715.40,$360.60
2000,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,"$1,709.00",$743.00
2000,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$374.00,$271.00
2000,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,JUN,1,"$2,153.00",$421.00
2000,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,JUL,1,"$1,898.00","$1,619.00"
2000,Corn,NULL,Harvested,Wind/Excess Wind,JUN,1,"$1,037.50","$3,787.50"
2000,Corn,NULL,Harvested,Insects,AUG,1,"$1,918.00","$1,696.00"
2000,Corn,NULL,Unharvested,"Other (Snow,Lightning,etc)",JUN,1,$949.00,$226.00
2000,Corn,NULL,Unharvested,"Other (Snow,Lightning,etc)",SEP,1,"$2,661.00",$701.00
2000,Corn,NULL,Unharvested,"Other (Snow,Lightning,etc)",AUG,1,$484.00,$888.00
2000,Corn,NULL,Unharvested,"Other (Snow,Lightning,etc)",NOV,1,"$1,750.00","$1,972.00"
2000,Corn,NULL,Replanted,"Other (Snow,Lightning,etc)",MAY,1,"$3,839.00",$482.00
1999,Corn,NULL,Unharvested,Decline in Price,DEC,1,$285.30,"$1,275.38"
1999,Corn,NULL,Unharvested,Drought,AUG,1,$348.70,"$1,654.62"
1999,Corn,NULL,Harvested,Drought,JAN,1,$118.00,$612.00
1999,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,DEC,1,$426.00,"$1,128.00"
1999,Corn,NULL,Replanted,Insects,JUN,1,$781.00,$526.00
1999,Corn,NULL,Replanted,Insects,MAY,1,$623.00,$499.00
1998,Corn,NULL,Unharvested,Decline in Price,DEC,1,$330.00,$603.00
1998,Corn,NULL,Unharvested,Drought,AUG,1,$86.00,$576.00
1998,Corn,NULL,Harvested,Hail,OCT,1,$243.20,"$5,622.40"
1998,Corn,NULL,Harvested,Hail,SEP,1,"$2,874.00","$12,970.00"
1998,Corn,NULL,Harvested,Hail,JUN,1,$243.20,"$5,622.40"
1998,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,APR,1,$75.00,$752.00
1998,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$298.00,$331.00
1998,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,3,$518.33,$218.33
1998,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,JUN,1,"$1,993.00","$13,587.00"
1998,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$408.00,"$1,355.00"
1998,Corn,NULL,Harvested,Wind/Excess Wind,OCT,4,$802.00,"$6,628.50"
1998,Corn,NULL,Harvested,Wind/Excess Wind,JUL,2,$108.40,"$1,117.80"
1998,Corn,NULL,Harvested,Wind/Excess Wind,SEP,1,$242.00,"$2,763.00"
1998,Corn,NULL,Harvested,Wind/Excess Wind,JUN,1,$996.00,"$8,559.00"
1998,Corn,NULL,Harvested,Wind/Excess Wind,SEP,1,$60.80,"$1,405.60"
1998,Corn,NULL,Replanted,Insects,MAY,1,$447.00,$756.00
1998,Corn,NULL,Replanted,"Other (Snow,Lightning,etc)",MAY,2,$594.00,$67.50
1998,Corn,NULL,Unharvested,"Other (Snow,Lightning,etc)",DEC,1,$645.00,$22.00
1997,Corn,NULL,Harvested,Drought,OCT,1,$123.00,"$1,094.00"
1997,Corn,NULL,Unharvested,Drought,AUG,1,"$1,732.50","$4,307.00"
1997,Corn,NULL,Harvested,Drought,JUN,1,$357.00,"$10,573.00"
1997,Corn,NULL,Harvested,Drought,JUL,1,"$1,128.00","$6,842.00"
1997,Corn,NULL,Harvested,Drought,JUL,1,$432.00,"$1,500.00"
1997,Corn,NULL,Unharvested,Drought,JUL,1,"$1,732.50","$4,307.00"
1997,Corn,NULL,Harvested,Drought,AUG,1,$108.00,"$1,152.00"
1997,Corn,NULL,Harvested,Drought,SEP,1,$101.00,"$1,114.00"
1997,Corn,NULL,Unharvested,Drought,,1,$101.00,-$42.00
1997,Corn,NULL,Harvested,Hail,JUL,1,$366.00,"$6,803.00"
1997,Corn,NULL,Harvested,Hail,JUL,2,$174.75,"$1,731.50"
1997,Corn,NULL,Harvested,Hail,NOV,4,$63.75,$20.50
1997,Corn,NULL,Replanted,Hail,MAY,1,$101.00,$343.00
1997,Corn,NULL,Harvested,Hail,JUN,1,$529.00,"$1,747.00"
1997,Corn,NULL,Unharvested,Hail,JUN,1,$68.00,$280.00
1997,Corn,NULL,Unharvested,Hail,JUL,2,$304.88,"$3,901.88"
1997,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,OCT,1,$156.00,"$1,148.00"
1997,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$422.00,"$1,396.00"
1997,Corn,NULL,Reduced Prevented Planting,Flood,MAY,1,$385.00,"$3,949.00"
1997,Corn,NULL,Unharvested,Wind/Excess Wind,JUL,1,$145.75,"$2,574.25"
1996,Corn,NULL,Replanted,Drought,JUN,1,$194.00,"$1,526.00"
1996,Corn,NULL,Unharvested,Drought,JUN,1,$958.00,"$26,169.00"
1996,Corn,NULL,Harvested,Hail,JUL,2,$284.00,$881.50
1996,Corn,NULL,Not Replanted,Hail,,0,#DIV/0!,#DIV/0!
1996,Corn,NULL,Harvested,Hail,NOV,1,"$1,532.00","$10,887.00"
1996,Corn,NULL,Unharvested,Hail,JUN,6,$450.20,"$21,372.08"
1996,Corn,NULL,Harvested,Hail,JUN,6,$151.46,"$3,838.85"
1996,Corn,NULL,Unharvested,Hail,JUN,1,$215.00,"$17,808.00"
1996,Corn,NULL,Replanted,Hail,JUN,5,$265.62,"$1,095.00"
1996,Corn,NULL,Unharvested,Hail,JUN,4,$0.00,"$8,873.25"
1996,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,AUG,1,$125.67,"$2,900.00"
1996,Corn,NULL,Unharvested,Excess Moisture/Precipitation/Rain,JUN,1,$123.00,"$6,018.00"
1996,Corn,NULL,Unharvested,Excess Moisture/Precipitation/Rain,AUG,1,$125.67,"$9,377.00"
1996,Corn,NULL,Harvested,Frost,JUN,1,$460.50,"$12,401.00"
1996,Corn,NULL,Harvested,Frost,OCT,1,$77.60,"$4,022.40"
1996,Corn,NULL,Unharvested,Freeze,SEP,4,$509.50,"$12,362.25"
1996,Corn,NULL,Harvested,Freeze,OCT,1,$104.88,-$389.50
1996,Corn,NULL,Unharvested,Freeze,OCT,2,$84.10,"$4,543.75"
1995,Corn,NULL,Harvested,Drought,AUG,2,$262.00,$791.00
1995,Corn,NULL,Unharvested,Drought,MAY,1,"$2,771.00","$24,630.00"
1995,Corn,NULL,Harvested,Drought,JUL,3,$557.17,"$8,344.67"
1995,Corn,NULL,Unharvested,Drought,JUL,1,$201.50,"$3,577.00"
1995,Corn,NULL,Unharvested,Heat,JUL,1,$129.00,"$4,376.00"
1995,Corn,NULL,Harvested,Hail,JUL,10,$793.78,"$3,536.68"
1995,Corn,NULL,Unharvested,Hail,JUL,5,$370.60,"$4,638.40"
1995,Corn,NULL,Unharvested,Hail,SEP,1,$522.00,"$1,283.00"
1995,Corn,NULL,Harvested,Hail,AUG,2,$232.00,"$2,396.00"
1995,Corn,NULL,Unharvested,Hail,AUG,1,$217.00,"$5,778.00"
1995,Corn,NULL,Not Replanted,Excess Moisture/Precipitation/Rain,MAY,0,?,?
1995,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,JUN,3,$84.83,$41.67
1995,Corn,NULL,Full Prevented Planting,Excess Moisture/Precipitation/Rain,MAY,1,$117.50,"$1,751.00"
1995,Corn,NULL,Prevented Planting by Final Planting Date,Excess Moisture/Precipitation/Rain,JUN,1,$28.50,"$1,377.00"
1995,Corn,NULL,Unharvested,Excess Moisture/Precipitation/Rain,JUN,2,$113.00,"$1,560.00"
1995,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,14,$443.37,$926.71
1995,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,MAY,8,$256.61,"$3,505.78"
1995,Corn,NULL,Not Replanted,Excess Moisture/Precipitation/Rain,JUN,0,?,?
1995,Corn,NULL,Prevented Planting by Final Planting Date,Excess Moisture/Precipitation/Rain,MAY,2,$221.25,"$6,965.00"
1995,Corn,NULL,Full Prevented Planting,Excess Moisture/Precipitation/Rain,OCT,1,$180.00,"$3,762.00"
1995,Corn,NULL,Unharvested,Excess Moisture/Precipitation/Rain,MAY,1,$99.67,$299.00
1995,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,OCT,2,$138.00,"$1,998.50"
1995,Corn,NULL,Prevented Planting by Final Planting Date,Excess Moisture/Precipitation/Rain,OCT,1,$50.00,"$1,557.00"
1995,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,JUN,1,$53.00,$113.00
1995,Corn,NULL,Replanted,Cold Wet Weather,MAY,9,$413.83,"$1,193.11"
1995,Corn,NULL,Not Replanted,Cold Wet Weather,MAY,0,?,?
1995,Corn,NULL,Replanted,Flood,JUN,2,$77.00,$169.00
1995,Corn,NULL,Not Replanted,Flood,JUN,0,?,?
1995,Corn,NULL,Harvested,Plant Disease,JUL,1,$467.00,"$3,069.00"
1994,Corn,NULL,Replanted,Drought,MAY,4,$639.25,$699.00
1994,Corn,NULL,Replanted,Hail,MAY,1,$271.00,$576.00
1994,Corn,NULL,Harvested,Hail,JUN,1,"$1,105.00","$4,664.00"
1994,Corn,NULL,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$259.00,$384.00
1994,Corn,NULL,Harvested,Excess Moisture/Precipitation/Rain,MAY,1,$86.00,"$2,695.00"
1994,Corn,NULL,Unharvested,Excess Moisture/Precipitation/Rain,JUN,1,$143.00,"$1,061.00"
1994,Corn,NULL,Not Replanted,Cold Winter,MAY,0,?,?
1994,Corn,NULL,Replanted,Cold Winter,APR,8,$658.78,"$2,082.38"
1994,Corn,NULL,Replanted,Cold Winter,MAY,3,$342.33,$853.33
1994,Corn,NULL,Not Replanted,Cold Winter,JUN,0,?,?
1994,Corn,NULL,Not Replanted,Cold Winter,APR,0,?,?
1994,Corn,NULL,Replanted,Cold Winter,JUN,4,$245.95,$533.65
1994,Corn,NULL,Replanted,Cold Wet Weather,JUN,1,$446.00,$484.00
1994,Corn,NULL,Not Replanted,Cold Wet Weather,,0,?,?
1994,Corn,NULL,Replanted,Cold Wet Weather,MAY,10,$559.90,"$1,138.40"
1994,Corn,NULL,Unharvested,Flood,JUN,6,$517.75,"$8,399.67"
1994,Corn,NULL,Harvested,Flood,AUG,1,$559.00,"$1,244.00"
1994,Corn,NULL,Harvested,Flood,JUN,1,$157.50,$849.00
1994,Corn,NULL,Harvested,Flood,JUL,3,$211.33,"$2,078.33"
1994,Corn,NULL,Replanted,Insects,JUN,1,$343.00,$142.00
1994,Corn,NULL,Replanted,Insects,MAY,4,"$1,020.75",$873.75
1994,Corn,NULL,Replanted,Wildlife,JUL,1,$234.00,$204.00
1994,Corn,NULL,Replanted,"Other (Volcano,Snow,Lightning,etc)",JUN,1,$244.00,$611.00
1994,Corn,NULL,Replanted,"Other (Volcano,Snow,Lightning,etc)",SEP,3,$109.60,$364.00
1994,Corn,NULL,Not Replanted,"Other (Volcano,Snow,Lightning,etc)",MAY,0,?,?
1994,Corn,NULL,Replanted,"Other (Volcano,Snow,Lightning,etc)",APR,1,$109.60,$364.00
1994,Corn,NULL,Replanted,"Other (Volcano,Snow,Lightning,etc)",MAY,2,$71.80,$67.20
1994,Corn,NULL,Not Replanted,"Other (Volcano,Snow,Lightning,etc)",APR,0,?,?
1994,Corn,NULL,Not Replanted,"Other (Volcano,Snow,Lightning,etc)",JUN,0,?,?
1994,Corn,NULL,Not Replanted,"Other (Volcano,Snow,Lightning,etc)",SEP,0,?,?